actual_cost,ccg,date,items,quantity,row_id,row_name,setting
1752.15,14L,01/08/2018,475,18180,P84028,GORTON MEDICAL CENTRE,4
3455.4,14L,01/08/2018,640,26246,P84029,BENCHILL MEDICAL PRACTICE,4
3163.41,14L,01/08/2018,471,24510,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1784.89,14L,01/08/2018,254,10445,P84032,DRS HANIF & BANNURU,4
498.77,14L,01/08/2018,130,4084,P84033,BEACON MEDICAL CENTRE,4
3098.48,14L,01/08/2018,387,14662,P84034,BARLOW MEDICAL CENTRE,4
2495.98,14L,01/08/2018,474,16205,P84035,BODEY MEDICAL CENTRE,4
1625.45,14L,01/08/2018,190,7492,P84037,DR CUNNINGHAM & PARTNERS,4
1873.67,14L,01/08/2018,373,15380,P84038,ASHVILLE SURGERY,4
1399.51,14L,01/08/2018,197,8089,P84039,THE RANGE MEDICAL CENTRE,4
1639.19,14L,01/08/2018,319,12383,P84040,CONRAN MEDICAL CENTRE,4
1657.71,14L,01/08/2018,242,8562,P84041,CORNERSTONE FAMILY PRACTICE,4
1722.04,14L,01/08/2018,286,12631,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
1592.27,14L,01/08/2018,343,12441,P84043,CORNISHWAY GROUP PRACTICE,4
1944.23,14L,01/08/2018,286,9434,P84045,THE PARK MEDICAL CENTRE,4
2649.12,14L,01/08/2018,357,18040,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1481.11,14L,01/08/2018,234,7957,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1621.44,14L,01/08/2018,394,13746,P84048,TREGENNA GROUP PRACTICE,4
2944.66,14L,01/08/2018,592,21433,P84049,THE AVENUE MEDICAL CENTRE,4
694.07,14L,01/08/2018,233,9340,P84050,MOUNT ROAD SURGERY,4
1044.36,14L,01/08/2018,224,7635,P84051,EASTLANDS MEDICAL CENTRE,4
1615.12,14L,01/08/2018,336,15692,P84052,WEST GORTON MEDICAL PRACTICE,4
1654.68,14L,01/08/2018,301,12437,P84053,ASHCROFT SURGERY,4
1595.54,14L,01/08/2018,310,10783,P84054,WHITLEY ROAD MEDICAL CENTRE,4
820.81,14L,01/08/2018,176,7586,P84055,MERSEYBANK SURGERY,4
881.1,14L,01/08/2018,154,6405,P84056,PRINCESS ROAD SURGERY,4
1589.31,14L,01/08/2018,281,11191,P84059,LIME SQUARE MEDICAL CENTRE,4
1307.49,14L,01/08/2018,244,7669,P84061,BROOKLANDS MEDICAL PRACTICE,4
732.58,14L,01/08/2018,87,2722,P84062,BROOKDALE SURGERY,4
1243.3,14L,01/08/2018,164,8076,P84064,NEW ISLINGTON MEDICAL CENTRE,4
416.57,14L,01/08/2018,134,5127,P84065,THE SINGH MEDICAL PRACTICE,4
949.07,14L,01/08/2018,201,7354,P84066,DAVID MEDICAL CENTRE,4
1641.18,14L,01/08/2018,341,14171,P84067,HAZELDENE MEDICAL CENTRE,4
1894.24,14L,01/08/2018,389,16294,P84068,CHORLTON FAMILY PRACTICE,4
679.68,14L,01/08/2018,219,9682,P84070,NEWTON HEATH MEDICAL CENTRE,4
822.77,14L,01/08/2018,212,8130,P84071,WILBRAHAM SURGERY,4
1599.48,14L,01/08/2018,377,13687,P84072,THE ROBERT DARBISHIRE PRACTICE,4
3859.39,14L,01/08/2018,309,13388,P84074,WELLFIELD MEDICAL CENTRE,4
499.11,14L,01/08/2018,95,4638,P84605,FERNCLOUGH SURGERY,4
626.81,14L,01/08/2018,205,8881,P84611,"DR CHIU, KOH AND GAN",4
1461.64,14L,01/08/2018,167,9136,P84616,MANCHESTER MEDICAL,4
429.42,14L,01/08/2018,121,4755,P84626,WILMSLOW ROAD SURGERY,4
1591.76,14L,01/08/2018,277,10130,P84630,THE ARCH MEDICAL PRACTICE,4
288.89,14L,01/08/2018,32,758,P84631,ARTANE MEDICAL CENTRE,4
487.64,14L,01/08/2018,95,4033,P84635,THE WHITSWOOD PRACTICE,4
905.13,14L,01/08/2018,117,6218,P84637,DR KHAN'S PRACTICE,4
585.72,14L,01/08/2018,124,5697,P84639,FALLOWFIELD MEDICAL CENTRE,4
331.68,14L,01/08/2018,88,3508,P84640,QUEENS MEDICAL CENTRE,4
935.05,14L,01/08/2018,187,7663,P84644,PARKSIDE SURGERY,4
977.69,14L,01/08/2018,271,12219,P84645,PARK VIEW MEDICAL CENTRE,4
1012.24,14L,01/08/2018,156,6217,P84650,THE ALEXANDRA PRACTICE,4
811.86,14L,01/08/2018,193,9323,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1824.9,14L,01/08/2018,169,8071,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
1036.31,14L,01/08/2018,190,8115,P84663,THE NEVILLE FAMILY CENTRE,4
104.24,14L,01/08/2018,48,1325,P84665,AL-SHIFA MEDICAL CENTRE,4
2154.99,14L,01/08/2018,283,11885,P84669,CORNBROOK MEDICAL PRACTICE,4
682.71,14L,01/08/2018,136,4844,P84672,WOODLANDS MEDICAL PRACTICE,4
1506.59,14L,01/08/2018,358,8979,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2524.65,14L,01/08/2018,486,20009,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
171.51,14L,01/08/2018,62,2543,P84679,WILLOWBANK SURGERY,4
252.11,14L,01/08/2018,78,3281,P84682,BURNAGE HEALTHCARE PRACTICE,4
1539.16,14L,01/08/2018,158,6363,P84683,THE DOC'S SURGERY,4
442.24,14L,01/08/2018,107,3782,P84684,JOLLY MEDICAL CENTRE,4
460.32,14L,01/08/2018,125,5335,P84689,LONGSIGHT MEDICAL PRACTICE,4
481.28,14L,01/08/2018,148,5198,P84690,DAM HEAD MEDICAL CENTRE,4
22.3,14L,01/08/2018,1,500,P84696,COMMUNITY PAEDIATRICIANS,9
2092.15,14L,01/08/2018,494,14994,Y00707,PCEC,1
527.04,14L,01/08/2018,161,5915,Y01695,MP VICTORIA MILL,4
20.14,14L,01/08/2018,12,200,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
651.19,14L,01/08/2018,148,6882,Y02325,CHARLESTOWN MD,4
689.28,14L,01/08/2018,62,7792,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
639.54,14L,01/08/2018,125,7367,Y02520,SIMPSON MEDICAL PRACTICE,4
2102.05,14L,01/08/2018,458,24447,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
4529.22,14L,01/08/2018,1288,40876,Y02849,CITY HEALTH CENTRE,4
1828.48,14L,01/08/2018,420,18993,Y02890,HAWTHORN MC,4
479.93,14L,01/08/2018,148,6418,Y02960,NEW BANK HEALTH,4
13.28,14L,01/08/2018,6,284,Y04084,PAHNT COMMUNITY SERVICES,9
8.38,14L,01/08/2018,2,38,Y04087,UHSM COMMUNITY SERVICES,9
71.02,14L,01/08/2018,13,287,Y04380,CRISIS RESPONSE TEAM,9
427.39,14L,01/08/2018,129,5752,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
434.65,14L,01/08/2018,129,4575,Y04605,SMGPF,9
0.72,14L,01/08/2018,1,15,Y04983,NORTHERN HEALTH HUB 1,0
2.15,14L,01/08/2018,3,50,Y05071,NORTHERN HEALTH GPPO HUB 2,0
563.08,14L,01/08/2018,133,7102,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1337.14,14L,01/09/2018,314,13947,P84004,FIVE OAKS FAMILIY PRACTICE,4
590.31,14L,01/09/2018,93,2976,P84005,THE VALLANCE CENTRE,4
1839.65,14L,01/09/2018,318,16332,P84009,AILSA CRAIG MEDICAL CENTRE,4
1887.19,14L,01/09/2018,330,12504,P84010,THE BORCHARDT MEDICAL CENTRE,4
2045.6,14L,01/09/2018,449,16932,P84012,NORTHENDEN GROUP PRACTICE,4
1801.31,14L,01/09/2018,395,20510,P84014,RK MEDICAL PRACTICE,4
1684.1,14L,01/09/2018,295,14889,P84016,LEVENSHULME MEDICAL PRACTICE,4
1260.49,14L,01/09/2018,320,12455,P84017,LADYBARN GROUP PRACTICE,4
592.25,14L,01/09/2018,131,5446,P84018,MAULDETH MEDICAL CENTRE,4
2030.34,14L,01/09/2018,505,21276,P84019,VALENTINE MEDICAL CENTRE,4
1575.2,14L,01/09/2018,383,14860,P84020,PEEL HALL MEDICAL CENTRE,4
1712.21,14L,01/09/2018,418,14490,P84021,THE MAPLES MEDICAL CENTRE,4
816.99,14L,01/09/2018,223,9596,P84022,KINGSWAY MEDICAL PRACTICE,4
707.26,14L,01/09/2018,174,7717,P84023,SURREY LODGE PRACTICE,4
2202.04,14L,01/09/2018,497,18599,P84024,BOWLAND MEDICAL PRACTICE,4
2104.89,14L,01/09/2018,442,17966,P84025,ST GEORGE'S MEDICAL CENTRE,4
922.46,14L,01/09/2018,153,6355,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1516.98,14L,01/09/2018,223,10436,P84027,WEST POINT MEDICAL CENTRE,4
1646.64,14L,01/09/2018,487,18646,P84028,GORTON MEDICAL CENTRE,4
2855.35,14L,01/09/2018,720,32953,P84029,BENCHILL MEDICAL PRACTICE,4
3779.79,14L,01/09/2018,534,29954,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
713.24,14L,01/09/2018,228,9026,P84032,DRS HANIF & BANNURU,4
1009.55,14L,01/09/2018,292,9781,P84033,BEACON MEDICAL CENTRE,4
2313.66,14L,01/09/2018,420,15556,P84034,BARLOW MEDICAL CENTRE,4
2262.93,14L,01/09/2018,472,16717,P84035,BODEY MEDICAL CENTRE,4
992.13,14L,01/09/2018,258,11331,P84037,DR CUNNINGHAM & PARTNERS,4
2389.52,14L,01/09/2018,342,17726,P84038,ASHVILLE SURGERY,4
726.04,14L,01/09/2018,192,6762,P84039,THE RANGE MEDICAL CENTRE,4
1062.52,14L,01/09/2018,301,11952,P84040,CONRAN MEDICAL CENTRE,4
2515.41,14L,01/09/2018,271,12835,P84041,CORNERSTONE FAMILY PRACTICE,4
1869.33,14L,01/09/2018,338,14380,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2030.21,14L,01/09/2018,371,14109,P84043,CORNISHWAY GROUP PRACTICE,4
1509.82,14L,01/09/2018,277,9425,P84045,THE PARK MEDICAL CENTRE,4
2541.77,14L,01/09/2018,420,18141,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1449.83,14L,01/09/2018,298,11658,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1302.87,14L,01/09/2018,391,11818,P84048,TREGENNA GROUP PRACTICE,4
3773.15,14L,01/09/2018,681,28857,P84049,THE AVENUE MEDICAL CENTRE,4
991.07,14L,01/09/2018,246,11478,P84050,MOUNT ROAD SURGERY,4
851.86,14L,01/09/2018,230,7820,P84051,EASTLANDS MEDICAL CENTRE,4
1998.73,14L,01/09/2018,368,19145,P84052,WEST GORTON MEDICAL PRACTICE,4
1470.55,14L,01/09/2018,296,14318,P84053,ASHCROFT SURGERY,4
1295.14,14L,01/09/2018,312,11886,P84054,WHITLEY ROAD MEDICAL CENTRE,4
447.94,14L,01/09/2018,146,5266,P84055,MERSEYBANK SURGERY,4
1475.44,14L,01/09/2018,182,8422,P84056,PRINCESS ROAD SURGERY,4
1607.71,14L,01/09/2018,298,12948,P84059,LIME SQUARE MEDICAL CENTRE,4
1672,14L,01/09/2018,248,9007,P84061,BROOKLANDS MEDICAL PRACTICE,4
573.7,14L,01/09/2018,91,3637,P84062,BROOKDALE SURGERY,4
486.78,14L,01/09/2018,149,6034,P84064,NEW ISLINGTON MEDICAL CENTRE,4
425.27,14L,01/09/2018,144,6832,P84065,THE SINGH MEDICAL PRACTICE,4
775.83,14L,01/09/2018,214,7729,P84066,DAVID MEDICAL CENTRE,4
1744.17,14L,01/09/2018,343,13887,P84067,HAZELDENE MEDICAL CENTRE,4
1915.85,14L,01/09/2018,376,15358,P84068,CHORLTON FAMILY PRACTICE,4
830.49,14L,01/09/2018,241,11342,P84070,NEWTON HEATH MEDICAL CENTRE,4
842.19,14L,01/09/2018,206,8004,P84071,WILBRAHAM SURGERY,4
2017.91,14L,01/09/2018,397,15854,P84072,THE ROBERT DARBISHIRE PRACTICE,4
1878.48,14L,01/09/2018,387,20562,P84074,WELLFIELD MEDICAL CENTRE,4
465.45,14L,01/09/2018,66,3210,P84605,FERNCLOUGH SURGERY,4
775.23,14L,01/09/2018,265,12716,P84611,"DR CHIU, KOH AND GAN",4
1851.25,14L,01/09/2018,176,9549,P84616,MANCHESTER MEDICAL,4
417.26,14L,01/09/2018,129,4849,P84626,WILMSLOW ROAD SURGERY,4
1971.87,14L,01/09/2018,243,9218,P84630,THE ARCH MEDICAL PRACTICE,4
285.83,14L,01/09/2018,35,1086,P84631,ARTANE MEDICAL CENTRE,4
671.61,14L,01/09/2018,109,6829,P84635,THE WHITSWOOD PRACTICE,4
410.21,14L,01/09/2018,129,5370,P84637,DR KHAN'S PRACTICE,4
282.67,14L,01/09/2018,102,3920,P84639,FALLOWFIELD MEDICAL CENTRE,4
567.27,14L,01/09/2018,128,6386,P84640,QUEENS MEDICAL CENTRE,4
790.14,14L,01/09/2018,170,9235,P84644,PARKSIDE SURGERY,4
1178.08,14L,01/09/2018,271,12583,P84645,PARK VIEW MEDICAL CENTRE,4
996.19,14L,01/09/2018,196,8310,P84650,THE ALEXANDRA PRACTICE,4
700.37,14L,01/09/2018,201,9774,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
935.91,14L,01/09/2018,170,8182,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2138.68,14L,01/09/2018,213,9537,P84663,THE NEVILLE FAMILY CENTRE,4
264.37,14L,01/09/2018,58,1470,P84665,AL-SHIFA MEDICAL CENTRE,4
1170.94,14L,01/09/2018,308,13135,P84669,CORNBROOK MEDICAL PRACTICE,4
540.8,14L,01/09/2018,151,4957,P84672,WOODLANDS MEDICAL PRACTICE,4
2107.68,14L,01/09/2018,364,11021,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2642.66,14L,01/09/2018,507,22275,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
325.56,14L,01/09/2018,68,3050,P84679,WILLOWBANK SURGERY,4
410.35,14L,01/09/2018,66,2823,P84682,BURNAGE HEALTHCARE PRACTICE,4
1130.22,14L,01/09/2018,130,4761,P84683,THE DOC'S SURGERY,4
589.55,14L,01/09/2018,151,6037,P84684,JOLLY MEDICAL CENTRE,4
555.77,14L,01/09/2018,164,7844,P84689,LONGSIGHT MEDICAL PRACTICE,4
373.37,14L,01/09/2018,140,4483,P84690,DAM HEAD MEDICAL CENTRE,4
2005.82,14L,01/09/2018,573,19479,Y00707,PCEC,1
756.28,14L,01/09/2018,289,14870,Y01695,MP VICTORIA MILL,4
633.3,14L,01/09/2018,38,1565,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
1898.81,14L,01/09/2018,181,9242,Y02325,CHARLESTOWN MD,4
1076.45,14L,01/09/2018,83,10701,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
660.3,14L,01/09/2018,125,7176,Y02520,SIMPSON MEDICAL PRACTICE,4
2303.09,14L,01/09/2018,431,24783,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3842.31,14L,01/09/2018,1209,39184,Y02849,CITY HEALTH CENTRE,4
2015.71,14L,01/09/2018,483,19887,Y02890,HAWTHORN MC,4
553.61,14L,01/09/2018,156,6574,Y02960,NEW BANK HEALTH,4
8.74,14L,01/09/2018,4,43,Y04084,PAHNT COMMUNITY SERVICES,9
5.83,14L,01/09/2018,2,84,Y04087,UHSM COMMUNITY SERVICES,9
240.93,14L,01/09/2018,18,1143,Y04380,CRISIS RESPONSE TEAM,9
471.81,14L,01/09/2018,150,6516,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
2.37,14L,01/09/2018,1,28,Y04584,INTERMEDIATE CARE (THE PEELE),0
455.51,14L,01/09/2018,140,4288,Y04605,SMGPF,9
5.23,14L,01/09/2018,5,71,Y04983,NORTHERN HEALTH HUB 1,0
15.99,14L,01/09/2018,1,200,Y05071,NORTHERN HEALTH GPPO HUB 2,0
527.2,14L,01/09/2018,147,6851,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1.19,14L,01/09/2018,1,14,Y05947,NORTHERN HEALTH GPPO - JOLLY HIPC,0
1822.67,14L,01/10/2018,448,19922,P84004,FIVE OAKS FAMILIY PRACTICE,4
435.31,14L,01/10/2018,131,5755,P84005,THE VALLANCE CENTRE,4
2322.62,14L,01/10/2018,341,19032,P84009,AILSA CRAIG MEDICAL CENTRE,4
3269.82,14L,01/10/2018,444,17423,P84010,THE BORCHARDT MEDICAL CENTRE,4
2380.19,14L,01/10/2018,590,26539,P84012,NORTHENDEN GROUP PRACTICE,4
1883.77,14L,01/10/2018,428,21058,P84014,RK MEDICAL PRACTICE,4
1833.36,14L,01/10/2018,374,20118,P84016,LEVENSHULME MEDICAL PRACTICE,4
1562.98,14L,01/10/2018,413,18954,P84017,LADYBARN GROUP PRACTICE,4
747.99,14L,01/10/2018,205,6898,P84018,MAULDETH MEDICAL CENTRE,4
2932.67,14L,01/10/2018,591,23760,P84019,VALENTINE MEDICAL CENTRE,4
2238.27,14L,01/10/2018,458,17448,P84020,PEEL HALL MEDICAL CENTRE,4
1372.34,14L,01/10/2018,453,16778,P84021,THE MAPLES MEDICAL CENTRE,4
840.68,14L,01/10/2018,262,10634,P84022,KINGSWAY MEDICAL PRACTICE,4
742,14L,01/10/2018,219,9501,P84023,SURREY LODGE PRACTICE,4
2104.16,14L,01/10/2018,611,29095,P84024,BOWLAND MEDICAL PRACTICE,4
2438.04,14L,01/10/2018,429,17157,P84025,ST GEORGE'S MEDICAL CENTRE,4
1377.44,14L,01/10/2018,202,11739,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1099.52,14L,01/10/2018,255,10720,P84027,WEST POINT MEDICAL CENTRE,4
2239.99,14L,01/10/2018,585,23971,P84028,GORTON MEDICAL CENTRE,4
3587.09,14L,01/10/2018,779,40150,P84029,BENCHILL MEDICAL PRACTICE,4
3469.69,14L,01/10/2018,578,31147,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1568.5,14L,01/10/2018,298,11733,P84032,DRS HANIF & BANNURU,4
1045.35,14L,01/10/2018,315,13643,P84033,BEACON MEDICAL CENTRE,4
3390.73,14L,01/10/2018,538,23278,P84034,BARLOW MEDICAL CENTRE,4
2624.07,14L,01/10/2018,628,21869,P84035,BODEY MEDICAL CENTRE,4
1148.38,14L,01/10/2018,247,12808,P84037,DR CUNNINGHAM & PARTNERS,4
2940.83,14L,01/10/2018,404,22463,P84038,ASHVILLE SURGERY,4
887.37,14L,01/10/2018,218,8910,P84039,THE RANGE MEDICAL CENTRE,4
1437.58,14L,01/10/2018,381,16577,P84040,CONRAN MEDICAL CENTRE,4
1597.54,14L,01/10/2018,323,15545,P84041,CORNERSTONE FAMILY PRACTICE,4
1929.1,14L,01/10/2018,403,18897,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2132.2,14L,01/10/2018,486,20773,P84043,CORNISHWAY GROUP PRACTICE,4
1659.27,14L,01/10/2018,353,14705,P84045,THE PARK MEDICAL CENTRE,4
3248.2,14L,01/10/2018,558,31087,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1390.28,14L,01/10/2018,319,12116,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1433.74,14L,01/10/2018,419,15266,P84048,TREGENNA GROUP PRACTICE,4
4220.91,14L,01/10/2018,906,40296,P84049,THE AVENUE MEDICAL CENTRE,4
1380.41,14L,01/10/2018,292,12501,P84050,MOUNT ROAD SURGERY,4
1071.82,14L,01/10/2018,264,9905,P84051,EASTLANDS MEDICAL CENTRE,4
1118.12,14L,01/10/2018,335,14593,P84052,WEST GORTON MEDICAL PRACTICE,4
1641.69,14L,01/10/2018,328,16416,P84053,ASHCROFT SURGERY,4
1517.61,14L,01/10/2018,415,15038,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1113.33,14L,01/10/2018,240,10082,P84055,MERSEYBANK SURGERY,4
1194.91,14L,01/10/2018,231,9415,P84056,PRINCESS ROAD SURGERY,4
1872.23,14L,01/10/2018,349,15197,P84059,LIME SQUARE MEDICAL CENTRE,4
1616.18,14L,01/10/2018,278,11184,P84061,BROOKLANDS MEDICAL PRACTICE,4
834.39,14L,01/10/2018,111,4152,P84062,BROOKDALE SURGERY,4
698.94,14L,01/10/2018,226,10194,P84064,NEW ISLINGTON MEDICAL CENTRE,4
538.35,14L,01/10/2018,193,8689,P84065,THE SINGH MEDICAL PRACTICE,4
820.84,14L,01/10/2018,213,8867,P84066,DAVID MEDICAL CENTRE,4
1803.16,14L,01/10/2018,378,17050,P84067,HAZELDENE MEDICAL CENTRE,4
2077.25,14L,01/10/2018,368,18134,P84068,CHORLTON FAMILY PRACTICE,4
774.82,14L,01/10/2018,296,13192,P84070,NEWTON HEATH MEDICAL CENTRE,4
1094.31,14L,01/10/2018,237,10194,P84071,WILBRAHAM SURGERY,4
2403.74,14L,01/10/2018,562,25371,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2439.25,14L,01/10/2018,442,24173,P84074,WELLFIELD MEDICAL CENTRE,4
626.76,14L,01/10/2018,97,5562,P84605,FERNCLOUGH SURGERY,4
820.43,14L,01/10/2018,274,11978,P84611,"DR CHIU, KOH AND GAN",4
1476.77,14L,01/10/2018,189,9787,P84616,MANCHESTER MEDICAL,4
708.81,14L,01/10/2018,153,5996,P84626,WILMSLOW ROAD SURGERY,4
2032.74,14L,01/10/2018,326,12300,P84630,THE ARCH MEDICAL PRACTICE,4
314.49,14L,01/10/2018,33,1861,P84631,ARTANE MEDICAL CENTRE,4
546.21,14L,01/10/2018,148,7768,P84635,THE WHITSWOOD PRACTICE,4
550.32,14L,01/10/2018,155,7283,P84637,DR KHAN'S PRACTICE,4
233,14L,01/10/2018,73,2914,P84639,FALLOWFIELD MEDICAL CENTRE,4
664.89,14L,01/10/2018,155,8198,P84640,QUEENS MEDICAL CENTRE,4
813.02,14L,01/10/2018,237,12008,P84644,PARKSIDE SURGERY,4
1236.62,14L,01/10/2018,269,13573,P84645,PARK VIEW MEDICAL CENTRE,4
580.18,14L,01/10/2018,174,6610,P84650,THE ALEXANDRA PRACTICE,4
861.3,14L,01/10/2018,248,11148,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
4250.42,14L,01/10/2018,236,10968,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
705.13,14L,01/10/2018,228,8821,P84663,THE NEVILLE FAMILY CENTRE,4
345.16,14L,01/10/2018,74,2273,P84665,AL-SHIFA MEDICAL CENTRE,4
2307.52,14L,01/10/2018,345,16200,P84669,CORNBROOK MEDICAL PRACTICE,4
608.89,14L,01/10/2018,178,7311,P84672,WOODLANDS MEDICAL PRACTICE,4
2324.6,14L,01/10/2018,424,14025,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2852.89,14L,01/10/2018,623,27905,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
213.2,14L,01/10/2018,70,2504,P84679,WILLOWBANK SURGERY,4
539.85,14L,01/10/2018,86,4013,P84682,BURNAGE HEALTHCARE PRACTICE,4
1473.07,14L,01/10/2018,155,6104,P84683,THE DOC'S SURGERY,4
704.49,14L,01/10/2018,164,7495,P84684,JOLLY MEDICAL CENTRE,4
528.86,14L,01/10/2018,154,8540,P84689,LONGSIGHT MEDICAL PRACTICE,4
462.47,14L,01/10/2018,204,7021,P84690,DAM HEAD MEDICAL CENTRE,4
1.53,14L,01/10/2018,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
1.35,14L,01/10/2018,1,14,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
1811.84,14L,01/10/2018,598,19160,Y00707,PCEC,1
734.59,14L,01/10/2018,286,13156,Y01695,MP VICTORIA MILL,4
365.55,14L,01/10/2018,23,877,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
1042.46,14L,01/10/2018,239,11383,Y02325,CHARLESTOWN MD,4
981.62,14L,01/10/2018,56,4529,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
633,14L,01/10/2018,160,9587,Y02520,SIMPSON MEDICAL PRACTICE,4
2271.55,14L,01/10/2018,426,27152,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
4080.55,14L,01/10/2018,1387,47915,Y02849,CITY HEALTH CENTRE,4
2288.79,14L,01/10/2018,600,28465,Y02890,HAWTHORN MC,4
666.38,14L,01/10/2018,191,9971,Y02960,NEW BANK HEALTH,4
5.72,14L,01/10/2018,5,93,Y04084,PAHNT COMMUNITY SERVICES,9
5.98,14L,01/10/2018,2,26,Y04087,UHSM COMMUNITY SERVICES,9
61.33,14L,01/10/2018,19,281,Y04380,CRISIS RESPONSE TEAM,9
558.05,14L,01/10/2018,167,6250,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
35.88,14L,01/10/2018,5,112,Y04584,INTERMEDIATE CARE (THE PEELE),0
485.73,14L,01/10/2018,160,6037,Y04605,SMGPF,9
555.06,14L,01/10/2018,162,9875,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1443.36,14L,01/11/2018,386,15897,P84004,FIVE OAKS FAMILIY PRACTICE,4
706.74,14L,01/11/2018,150,5996,P84005,THE VALLANCE CENTRE,4
1612.07,14L,01/11/2018,362,18826,P84009,AILSA CRAIG MEDICAL CENTRE,4
1941.42,14L,01/11/2018,428,16653,P84010,THE BORCHARDT MEDICAL CENTRE,4
2437.08,14L,01/11/2018,569,22696,P84012,NORTHENDEN GROUP PRACTICE,4
1956.83,14L,01/11/2018,471,23473,P84014,RK MEDICAL PRACTICE,4
1499.42,14L,01/11/2018,334,15532,P84016,LEVENSHULME MEDICAL PRACTICE,4
1325.35,14L,01/11/2018,364,15202,P84017,LADYBARN GROUP PRACTICE,4
782.88,14L,01/11/2018,202,6814,P84018,MAULDETH MEDICAL CENTRE,4
2078.98,14L,01/11/2018,516,24032,P84019,VALENTINE MEDICAL CENTRE,4
2847.36,14L,01/11/2018,472,21692,P84020,PEEL HALL MEDICAL CENTRE,4
1536.62,14L,01/11/2018,451,20333,P84021,THE MAPLES MEDICAL CENTRE,4
1019.23,14L,01/11/2018,232,10364,P84022,KINGSWAY MEDICAL PRACTICE,4
811.52,14L,01/11/2018,209,8717,P84023,SURREY LODGE PRACTICE,4
2267.91,14L,01/11/2018,571,23422,P84024,BOWLAND MEDICAL PRACTICE,4
2971.81,14L,01/11/2018,472,22295,P84025,ST GEORGE'S MEDICAL CENTRE,4
1124.38,14L,01/11/2018,215,13159,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1584.32,14L,01/11/2018,266,12922,P84027,WEST POINT MEDICAL CENTRE,4
1840.32,14L,01/11/2018,580,25446,P84028,GORTON MEDICAL CENTRE,4
3632.16,14L,01/11/2018,806,40933,P84029,BENCHILL MEDICAL PRACTICE,4
3478.78,14L,01/11/2018,610,35247,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1069.48,14L,01/11/2018,283,12445,P84032,DRS HANIF & BANNURU,4
1031.45,14L,01/11/2018,304,12990,P84033,BEACON MEDICAL CENTRE,4
3500.72,14L,01/11/2018,476,20467,P84034,BARLOW MEDICAL CENTRE,4
2480.91,14L,01/11/2018,624,23314,P84035,BODEY MEDICAL CENTRE,4
1688.11,14L,01/11/2018,278,13669,P84037,DR CUNNINGHAM & PARTNERS,4
2320.13,14L,01/11/2018,426,23625,P84038,ASHVILLE SURGERY,4
1523.28,14L,01/11/2018,214,10822,P84039,THE RANGE MEDICAL CENTRE,4
1013.41,14L,01/11/2018,345,14763,P84040,CONRAN MEDICAL CENTRE,4
